,91100.64,,,,
,91100.46,,,,
,91100.44,3186.79,,,
,,3186.78,,,
,91099.50,3186.79,,0.999749,0.999556
626.83,91101.74,3186.72,,,
,91101.75,,,,
626.84,,,,,
,91101.78,,,,
,,3186.71,220.16,,
626.83,91101.92,,,,
,91101.93,,,,
,,3186.68,,,
,,3186.65,,,
,91101.88,3186.64,,,
,91101.87,,,,
,91102.07,3186.67,220.13,,0.999551
,91100.93,,,,
,91100.86,,,,
,,,,,0.999552
,91100.68,,,,0.999551
,91100.29,,,,
,,,,,0.999552
,,3186.62,,,
,91100.28,,,,
,91100.21,,,,
,91100.19,,,,
626.82,,,,,
,,3186.63,,,
,,3186.62,,,
,91099.75,,,,
,91099.77,,,,
,91099.75,3186.61,,,
626.81,,3186.62,,,
,91099.76,3186.69,,,
,91099.58,3186.73,,,
,91099.71,,,0.999766,0.999390
,91099.70,,,,
,,3186.72,220.12,,
,,3186.70,,,
,91099.63,3186.72,,,
,91099.58,3186.65,,,
,91098.64,,,,
,,3186.64,,,
,91098.62,,,,
,91097.86,,220.13,,
,91097.87,,,,
626.82,91098.07,3186.61,,,0.999396
,,3186.60,,,
,,3186.62,,,0.999395
,91097.87,3186.55,,,
,,,,,0.999397
,91097.79,,,,
,,,,,0.999398
626.81,,3186.51,,,
,91097.76,,,,
,,3186.52,,,
,,3186.51,,,
,91097.55,3186.48,,,
,,3186.47,,,
,91095.28,,220.14,,
,91095.02,,,,
,91095.01,,,,
,,3186.45,,,
626.82,,3186.47,,,
,91084.44,3186.23,,,
626.48,,,,,
,91084.37,,,0.999767,
,,3186.25,,,
,,3186.24,,,
,,3186.25,,,
,,3186.24,,,
626.47,91083.34,3186.22,,,
,,,,0.999768,
,91083.28,3186.20,,,
,91079.75,3186.19,,,
,,3186.20,220.15,,
,91079.89,3186.16,,,
626.43,91076.14,3186.13,220.31,0.999856,0.999581
,,3185.93,,,
,91076.11,,,,
,91076.06,,,,
,91076.07,,,,
,91076.08,,,,
,91075.93,3185.87,,,
626.44,,3185.84,,,
,,,220.32,,
,,3185.83,,,
,,3185.81,,,
,,3185.80,,,
626.49,91073.21,3186.06,220.33,,0.999608
,91073.20,,,,
,91073.16,,,,
,91072.30,3186.09,,,
,91072.17,,,,
,91071.84,3186.08,,,
,91071.86,,,,
,91071.75,,,,
,,3186.09,,,
,91072.40,3186.10,,,
,91072.71,,,,
,,3186.11,220.34,,
,91072.75,3186.13,,,
,91073.08,,,,0.999609
,91072.95,,,,
,91072.93,3186.15,,,
,,3186.13,,,
,,3186.08,,,
,,3186.04,,,
,91072.86,,,,
,,3186.01,,,
,91072.71,3185.99,,,
,91072.68,,,,
,91072.45,3185.95,,,
,91072.23,,,,
,,3185.94,,,
,91072.01,,,,
626.50,91073.43,,220.33,0.999866,0.999511
,,3185.93,,,
,91073.85,,,,
,,3185.92,,,
,,3185.93,,,
,91073.84,,,,
,,3185.94,,,
,,3186.00,,,
,91073.85,,,,
,91073.98,3186.02,,,0.999514
,,3185.94,,,
,,3185.98,,,
,91073.94,3185.97,,,
,91073.69,,,,
626.48,,,,,
626.49,91073.67,3185.99,,,
626.48,91073.68,3185.91,,,
626.37,,,,,
,,,220.34,,
,,3185.89,,,0.999515
,91073.67,,,,
,91073.64,3185.88,,,0.999542
,91073.60,,,,
,,,220.33,,
,91073.59,,,,
,91073.56,,,,
,91073.71,3185.89,,,
,91073.75,,220.34,,
,91073.74,,,,
,91073.61,,,,
,,3185.88,,,
,91073.49,,,,
,91073.48,3185.89,,,
,91073.47,,220.33,,
,91073.32,,,,
,91073.31,,,,
,,3185.88,,,
,91073.12,,,,
,91073.13,,,,
,,,,,0.999540
,91073.17,,,,
,91073.60,3185.92,,0.999886,0.999687
,91073.61,3185.91,,,
626.36,,3185.92,,,
,91073.30,,,,
,91073.41,,,,
,,,220.36,,
,91073.40,,,,
,91073.17,,,,
,91073.16,,,,
,91073.15,,,,
,91073.19,,,,
626.38,91075.22,3186.01,220.37,,0.999694
,91075.27,3186.07,,,
,91074.91,,,,
626.39,,3186.08,,,
,,3186.18,,,
,,3186.19,,,
,91074.72,,,,
,91074.74,,,,
,,3186.21,,,
,,3186.14,,,
,91074.80,3186.15,,,0.999695
,,3186.27,,,
626.40,,,,,
,91074.81,,,,
,91074.59,,,,
,91074.56,,,,
,91074.50,,,,
,91074.43,,,,
,91074.45,,,,
,91074.46,,,,
,,3185.46,,,
,91075.04,,,0.999890,0.999628
,91075.02,,,,
,,3185.45,,,
626.42,91072.81,3185.60,,,
626.82,91072.75,3185.57,,,
,91068.63,,,,
626.83,91068.71,3185.58,,,
626.84,91068.75,,,,
,91068.63,3185.54,220.29,,
,,3185.55,,,
,,3185.53,,,
,91068.60,,,,
